"QUOTAGERANGE""Age bands","resp_gender""Are you…?","MY01STDREGION""Region","SCREENER1""Ethnicity / 种族 / Bangsa","SCREENER2""Which breakfast products have you purchased and used most often in the last 3 months? Please select only one answer.在过去 3 个月内，您最常购买和使用过哪些早餐产品？ 请只选择一个选项。Produk sarapan yang manakah anda beli dan gunakan paling kerap dalam tempoh 3 bulan lalu? Sila pilih satu jawapan sahaja.","SCREENER3__1","SCREENER3__2","SCREENER3__3","SCREENER3__4","SCREENER3__5","SCREENER3__6","SCREENER3__7","SCREENER3__8","SCREENER3__9","SCREENER3__10","SCREENER3__11","SCREENER3__12","SCREENER3__13","IDP177""How much do you like this pack?Please select only one answer.您有多喜欢这个包装呢？请只选择一个选项。Sejauh manakah anda menyukai pek ini?Sila pilih satu jawapan sahaja.","IDP178""What do you like, even the smallest things, about the pack?您喜欢包装的哪些方面，哪怕是最微小的那方面？Apa yang awak suka, termasuk butiran terkecil, mengenai pek ini?","IDP179""What do you dislike, even the smallest things, about the pack? 您不喜欢包装的哪些方面，哪怕是最微小的那方面？Apa yang anda tidak suka, termasuk butiran terkecil, mengenai pek ini?","IDP203""If a product with this pack was available where you shop, how likely would you be to buy it? Please select only one answer.如果在您购物的地方可以买到这种包装的产品，您会购买的可能性有多大呢？请只选择一个选项。Jika produk dengan pek ini tersedia di kawasan anda membeli-belah, apakah kemungkinan anda untuk membelinya? Sila pilih satu jawapan sahaja.","IDP181""Please use the following scale to tell how much you agree or disagree with each statement based upon what you read in the description. 请根据您在描述中阅读到的内容，使用以下量表来表示您对每项陈述的同意或不同意程度。Sila gunakan skala berikut untuk menyatakan betapa anda bersetuju atau tidak bersetuju dengan setiap penyataan berdasarkan apa yang anda baca pada penerangan yang diberikan.","IDP182 (It is a relevant product for me / ????????? / Ia adalah produk yang rele""It is a relevant product for me / 这是与我相关的产品 / Ia adalah produk yang relevan untuk saya","IDP182 (Looks tasty and delicious / ??????? / Nampak sedap dan lazat)""Looks tasty and delicious / 看起来美味可口 / Nampak sedap dan lazat","IDP182 (Makes nutrition convenient for me / ???????? / Menjadikan pemakanan bern""Makes nutrition convenient for me / 为我提供营养便利 / Menjadikan pemakanan bernutrisi mudah untuk saya","IDP182 (Something I can drink regularly / ????????? / Hidangan yang saya boleh a""Something I can drink regularly / 我可以经常喝的东西 / Hidangan yang saya boleh ambil dengan kerap","IDP182 (Has attractive packaging / ???? / Mempunyai bungkusan yang menarik)""Has attractive packaging / 包装精美 / Mempunyai bungkusan yang menarik","IDP182 (Gives you energy / ?????? / Memberikan tenaga)""Gives you energy / 让你精力充沛 / Memberikan tenaga","IDP182 (Keeps you full and satisfied / ??????? / Membuatkan anda kenyang dan ber""Keeps you full and satisfied / 让你吃得饱饱的 / Membuatkan anda kenyang dan berpuas hati","IDP182 (Provides lots of healthy benefits / ??????? / Menyediakan manfaat kesiha""Provides lots of healthy benefits / 对健康大有裨益 / Menyediakan manfaat kesihatan yang banyak","IDP182 (Has high in fiber / ????? / Mengandungi serat yang tinggi)""Has high in fiber / 纤维含量高 / Mengandungi serat yang tinggi","IDP182 (Is rich in vitamins and minerals / ????????? / Kaya dengan vitamin dan m""Is rich in vitamins and minerals / 富含维生素和矿物质 / Kaya dengan vitamin dan mineral","IDP183""How much do you like this pack? Please select only one answer.您有多喜欢这个包装呢？请只选择一个选项。Sejauh manakah anda menyukai pek ini?Sila pilih satu jawapan sahaja.","IDP185""What do you like, even the smallest things, about the pack?您喜欢包装的哪些方面，哪怕是最微小的那方面？Apa yang awak suka, termasuk butiran terkecil, mengenai pek ini?","IDP187""What do you dislike, even the smallest things, about the pack? 您不喜欢包装的哪些方面，哪怕是最微小的那方面？Apa yang anda tidak suka, termasuk butiran terkecil, mengenai pek ini?","IDP204""If a product with this pack was available where you shop, how likely would you be to buy it? Please select only one answer.如果在您购物的地方可以买到这种包装的产品，您会购买的可能性有多大呢？请只选择一个选项。Jika produk dengan pek ini tersedia di kawasan anda membeli-belah, apakah kemungkinan anda untuk membelinya? Sila pilih satu jawapan sahaja.","IDP191""Please use the following scale to tell how much you agree or disagree with each statement based upon what you read in the description. 请根据您在描述中阅读到的内容，使用以下量表来表示您对每项陈述的同意或不同意程度。Sila gunakan skala berikut untuk menyatakan betapa anda bersetuju atau tidak bersetuju dengan setiap penyataan berdasarkan apa yang anda baca pada penerangan yang diberikan.","IDP192 (It is a relevant product for me / ????????? / Ia adalah produk yang rele""It is a relevant product for me / 这是与我相关的产品 / Ia adalah produk yang relevan untuk saya","IDP192 (Looks tasty and delicious / ??????? / Nampak sedap dan lazat)""Looks tasty and delicious / 看起来美味可口 / Nampak sedap dan lazat","IDP192 (Makes nutrition convenient for me / ???????? / Menjadikan pemakanan bern""Makes nutrition convenient for me / 为我提供营养便利 / Menjadikan pemakanan bernutrisi mudah untuk saya","IDP192 (Something I can drink regularly / ????????? / Hidangan yang saya boleh a""Something I can drink regularly / 我可以经常喝的东西 / Hidangan yang saya boleh ambil dengan kerap","IDP192 (Has attractive packaging / ???? / Mempunyai bungkusan yang menarik)""Has attractive packaging / 包装精美 / Mempunyai bungkusan yang menarik","IDP192 (Gives you energy / ?????? / Memberikan tenaga)""Gives you energy / 让你精力充沛 / Memberikan tenaga","IDP192 (Keeps you full and satisfied / ??????? / Membuatkan anda kenyang dan ber""Keeps you full and satisfied / 让你吃得饱饱的 / Membuatkan anda kenyang dan berpuas hati","IDP192 (Provides lots of healthy benefits / ??????? / Menyediakan manfaat kesiha""Provides lots of healthy benefits / 对健康大有裨益 / Menyediakan manfaat kesihatan yang banyak","IDP192 (Has high in fiber / ????? / Mengandungi serat yang tinggi)""Has high in fiber / 纤维含量高 / Mengandungi serat yang tinggi","IDP192 (Is rich in vitamins and minerals / ????????? / Kaya dengan vitamin dan m""Is rich in vitamins and minerals / 富含维生素和矿物质 / Kaya dengan vitamin dan mineral","IDP184""How much do you like this pack? 您有多喜欢这个包装呢？Sejauh manakah anda menyukai pek ini?","IDP186""What do you like, even the smallest things, about the pack?您喜欢包装的哪些方面，哪怕是最微小的那方面？Apa yang awak suka, termasuk butiran terkecil, mengenai pek ini?","IDP188""What do you dislike, even the smallest things, about the pack? 您不喜欢包装的哪些方面，哪怕是最微小的那方面？Apa yang anda tidak suka, termasuk butiran terkecil, mengenai pek ini?","IDP205""If a product with this pack was available where you shop, how likely would you be to buy it? Please select only one answer.如果在您购物的地方可以买到这种包装的产品，您会购买的可能性有多大呢？请只选择一个选项。Jika produk dengan pek ini tersedia di kawasan anda membeli-belah, apakah kemungkinan anda untuk membelinya? Sila pilih satu jawapan sahaja.","IDP193""Please use the following scale to tell how much you agree or disagree with each statement based upon what you read in the description. 请根据您在描述中阅读到的内容，使用以下量表来表示您对每项陈述的同意或不同意程度。Sila gunakan skala berikut untuk menyatakan betapa anda bersetuju atau tidak bersetuju dengan setiap penyataan berdasarkan apa yang anda baca pada penerangan yang diberikan.","IDP194 (It is a relevant product for me / ????????? / Ia adalah produk yang rele""It is a relevant product for me / 这是与我相关的产品 / Ia adalah produk yang relevan untuk saya","IDP194 (Looks tasty and delicious / ??????? / Nampak sedap dan lazat)""Looks tasty and delicious / 看起来美味可口 / Nampak sedap dan lazat","IDP194 (Makes nutrition convenient for me / ???????? / Menjadikan pemakanan bern""Makes nutrition convenient for me / 为我提供营养便利 / Menjadikan pemakanan bernutrisi mudah untuk saya","IDP194 (Something I can drink regularly / ????????? / Hidangan yang saya boleh a""Something I can drink regularly / 我可以经常喝的东西 / Hidangan yang saya boleh ambil dengan kerap","IDP194 (Has attractive packaging / ???? / Mempunyai bungkusan yang menarik)""Has attractive packaging / 包装精美 / Mempunyai bungkusan yang menarik","IDP194 (Gives you energy / ?????? / Memberikan tenaga)""Gives you energy / 让你精力充沛 / Memberikan tenaga","IDP194 (Keeps you full and satisfied / ??????? / Membuatkan anda kenyang dan ber""Keeps you full and satisfied / 让你吃得饱饱的 / Membuatkan anda kenyang dan berpuas hati","IDP194 (Provides lots of healthy benefits / ??????? / Menyediakan manfaat kesiha""Provides lots of healthy benefits / 对健康大有裨益 / Menyediakan manfaat kesihatan yang banyak","IDP194 (Has high in fiber / ????? / Mengandungi serat yang tinggi)""Has high in fiber / 纤维含量高 / Mengandungi serat yang tinggi","IDP194 (Is rich in vitamins and minerals / ????????? / Kaya dengan vitamin dan m""Is rich in vitamins and minerals / 富含维生素和矿物质 / Kaya dengan vitamin dan mineral","IDP195""When comparing between all 3 packs you have evaluated, which of these packs do you prefer overall? Please select only one answer.比较您评估过的所有 3 个包装，您更喜欢哪个呢？请只选择一个选项。Apabila membandingkan antara kesemua 3 pek yang telah anda nilai, yang manakah anda lebih suka secara keseluruhannya?Sila pilih satu jawapan sahaja.","IDP197""When comparing between all 3 packs you have evaluated, which of these packs do you prefer most in terms of showing energy benefits?Please select only one answer.比较您评估过的所有 3 个包装，在显示活力效益这方面您更喜欢哪个呢？请只选择一个选项。Apabila membandingkan antara kesemua 3 pek yang telah anda nilai, yang manakah anda lebih suka dari segi menunjukkan manfaat tenaga? Sila pilih satu jawapan sahaja.","IDP198""When comparing between all 3 packs you have evaluated, which of these packs do you prefer most in terms of showing Fiber content?Please select only one answer.比较您评估过的所有 3 个包装，在显示纤维含量这方面您更喜欢哪个呢？请只选择一个选项。Apabila membandingkan antara kesemua 3 pek yang telah anda nilai, yang manakah anda lebih suka dari segi menunjukkan kandungan serat? Sila pilih satu jawapan sahaja.","IDP199""Please choose your most favorite logo among below list.Please select only one answer.请从以下列表中选择您最喜欢的标志。请只选择一个选项。Sila pilih logo yang paling anda sukai antara yang tersenarai di bawah.Sila pilih satu jawapan sahaja.","IDP201""When comparing between all 3 logos you have evaluated, which of these logos do you prefer most in terms of showing energy benefits? Please select only one answer.比较您评估过的所有 3 个标志，在显示活力效益这方面您更喜欢哪个呢？请只选择一个选项。Apabila membandingkan antara kesemua 3 logo yang telah anda nilai, yang manakah anda lebih suka dari segi menunjukkan manfaat tenaga? Sila pilih satu jawapan sahaja.","IDP202""When comparing between all 3 logos you have evaluated, which of these logos do you prefer most in terms of showing Fiber content? Please select only one answer.比较您评估过的所有 3 个标志，在显示纤维含量这方面您更喜欢哪个呢？请只选择一个选项。Apabila membandingkan antara kesemua 3 logo yang telah anda nilai, yang manakah anda lebih suka dari segi menunjukkan kandungan serat? Sila pilih satu jawapan sahaja.","iirepEveryone""iirep everyone","iirepSerial""iirep serial","age_group""Age bands","DP Piping IDP196 - 1""aoi pack 1.png Why do you prefer this pack the most? 为什么您最喜欢这个包装呢？Mengapa anda lebih menyukai pek ini?","DP Piping IDP196 - 2""aoi pack 2.png Why do you prefer this pack the most? 为什么您最喜欢这个包装呢？Mengapa anda lebih menyukai pek ini?","DP Piping IDP196 - 3""aoi pack 3.png Why do you prefer this pack the most? 为什么您最喜欢这个包装呢？Mengapa anda lebih menyukai pek ini?","DP Piping IDP200 - 1""aoi logo 1.png Why do you prefer this logo the most? 为什么您最喜欢这个标志呢？Mengapa anda lebih menyukai logo ini?","DP Piping IDP200 - 2""aoi logo 2.png Why do you prefer this logo the most? 为什么您最喜欢这个标志呢？Mengapa anda lebih menyukai logo ini?","DP Piping IDP200 - 3""aoi logo 3.png Why do you prefer this logo the most? 为什么您最喜欢这个标志呢？Mengapa anda lebih menyukai logo ini?"
,,,,,"Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Other Cereal Power Drinks (excl. Quaker AIO and Nestum) / 其他谷物能量饮料（不包括 Quaker AIO 和 Nestum) / Minuman Tenaga Bijirin Lain (tidak termasuk Quaker AIO dan Nestum)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Hot Cereal / 热麦片 / Bijirin Panas","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Cold Oats (ready-to-eat) / 冷燕麦（即食）/ Oat Sejuk (sedia dimakan)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Breakfast Biscuits, cookies, bar (e.g., oat, granola, nut or protein bars) / 早餐饼干、曲奇、能量棒（例如燕麦、谷麦、坚果或蛋白质棒）/ Biskut sarapan pagi, biskut, bar (cth., oat, granola, kacang atau bar protein)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Other breakfast cereals: Muesli / granola / whole grain cereals / 其他早餐麦片：麦片/谷麦/全麦麦片 / Bijirin sarapan pagi lain: Muesli / granola / bijirin penuh","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Yogurt or dairy / 酸奶或乳制品 / Yogurt atau tenusu","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Malt drinks (e.g. Milo, Ovaltine) / 麦芽饮料（如美禄、Ovaltine）/ Minuman malt (cth. Milo, Ovaltine)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Whole grain bread (branded /unbranded) / 全麦面包（品牌的/无品牌的）/ Roti bijirin penuh (berjenama /tidak berjenama)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Vitamin supplements (multi-vitamin, collagen, etc.) / 维生素补充剂（多种维生素、胶原蛋白等）/ Suplemen vitamin (multi-vitamin, kolagen, dll.)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Functional shots (collagen shots, etc.) / 功能性饮品（胶原蛋白饮品等）/ Minuman berkhasiat (minuman kolagen, dll.)","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Food supplements / 食品补充剂 / Makanan tambahan","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Other breakfast products / 其他早餐产品 / Produk sarapan lain","Apart from your most-often breakfast product, which types of products have you purchased & used in the last 3 months?Please select all that apply.除了您最常使用的早餐产品以外,您在过去 3 个月内还有购买和使用过以下哪些类型的产品？请选择所有适用的选项。Selain daripada produk sarapan yang anda gunakan paling kerap, antara jenis produk berikut yang manakah anda telah beli & gunakan dalam tempoh 3 bulan yang lalu?Sila pilih semua yang berkaitan. - Nothing else / 没有其他的 / Tiada apa-apa lagi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","2","3","3","1","0","1","1","1","0","0","1","1","1","1","1","0","0","2","38","65","1","","3","2","1","2","1","2","3","3","3","1","2","137","94","1","","1","2","3","3","3","3","2","2","1","2","2","140","9","1","","2","2","1","3","1","3","1","1","1","2","1","3","2","2","2","2","1","1","1","18","","","","55",""
"2","1","3","1","2","1","0","0","1","0","1","1","0","1","1","1","0","0","2","149","53","2","","2","2","2","2","2","2","2","2","2","2","3","74","53","2","","2","2","2","2","2","2","2","2","2","2","3","224","143","2","","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","1","2","2","","","88","","","119"
"2","1","1","3","2","0","1","0","1","0","1","1","1","0","0","0","0","0","2","88","90","2","","1","2","2","2","2","2","1","1","2","2","2","16","88","2","","1","2","2","2","2","2","1","2","2","2","2","19","175","2","","1","2","2","2","2","3","1","1","2","2","1","1","2","2","2","2","1","3","2","195","","","","128",""
"3","1","1","3","3","1","0","0","1","1","1","1","1","1","1","1","1","0","2","237","120","3","","2","4","2","2","3","4","2","1","1","3","2","241","116","3","","2","4","2","2","4","4","2","1","1","3","2","227","120","3","","2","4","2","2","4","4","2","1","1","3","1","1","1","2","2","1","1","4","3","114","","","","64",""
"1","1","1","1","3","0","1","0","0","0","0","1","0","0","0","0","0","0","3","175","106","4","","3","3","4","3","3","1","1","2","3","4","3","13","105","2","","2","4","3","2","2","2","2","1","2","2","5","13","177","3","","3","1","1","4","2","3","2","1","3","2","3","2","2","1","2","1","1","5","1","","","212","199","",""
"2","1","3","1","2","0","0","0","1","0","1","1","0","1","0","0","0","0","2","18","18","1","","2","2","2","2","2","2","2","2","1","2","2","28","22","1","","1","1","1","1","2","1","1","1","1","1","2","166","174","2","","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","6","2","270","","","","108",""
"1","1","1","3","2","1","1","0","1","1","0","0","0","0","0","1","0","0","1","95","65","1","","1","5","1","1","1","1","1","1","1","1","4","98","62","1","","2","3","2","2","2","1","2","3","3","2","1","101","15","1","","3","2","2","2","1","1","1","3","2","1","3","3","3","2","3","2","1","7","1","","","133","","193",""
"2","2","2","1","2","1","0","1","1","1","1","1","1","1","0","0","1","0","1","165","153","1","","1","1","1","1","1","1","1","1","1","1","1","177","143","1","","1","1","1","1","1","1","1","1","2","1","1","169","143","1","","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","8","2","","33","","","18",""
"1","2","4","1","2","0","1","0","0","1","0","1","1","1","0","0","0","0","2","246","183","2","","2","1","2","1","2","2","2","1","1","2","2","246","171","2","","2","1","2","2","2","2","2","2","1","2","2","159","169","2","","1","1","2","2","2","2","2","1","2","2","3","3","3","3","3","3","1","9","1","","","271","","","256"
"2","2","1","3","1","1","0","1","1","0","1","1","0","0","0","0","0","0","2","193","72","2","","2","2","2","2","2","2","2","2","2","2","2","51","69","2","","2","2","2","2","2","2","2","2","2","2","2","190","78","2","","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","10","2","233","","","","159",""
"1","2","5","3","2","0","0","1","0","0","1","0","0","0","0","0","0","0","3","143","175","2","","2","2","3","2","2","2","2","3","2","2","2","213","87","2","","2","1","3","2","1","2","1","2","2","2","2","5","91","2","","3","4","1","1","4","2","2","3","2","2","1","3","3","3","3","3","1","11","1","134","","","","","126"
"2","2","3","1","2","1","1","0","1","0","1","1","0","1","0","0","0","0","2","246","186","1","","2","2","2","1","2","2","2","2","2","2","2","248","34","2","","2","2","2","2","2","2","2","2","2","2","2","231","169","2","","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","1","12","2","103","","","","118",""
"2","2","1","1","1","0","0","0","1","0","1","0","0","0","0","0","1","0","2","86","162","2","","2","2","2","2","2","2","2","2","2","3","2","161","150","2","","2","2","2","2","2","2","2","2","2","2","3","196","146","2","","2","2","2","2","2","2","2","2","2","2","1","1","1","3","3","3","1","13","2","15","","","","","176"
"1","2","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","75","1","","1","1","1","1","1","1","1","1","1","1","1","6","75","1","","1","1","1","1","1","1","1","1","1","1","1","1","81","1","","1","1","1","1","1","1","1","1","1","1","1","3","1","3","3","3","1","14","1","258","","","","","214"
"1","1","3","3","1","1","1","1","0","0","0","0","1","0","0","0","0","0","2","197","25","2","","1","1","1","1","1","1","1","1","1","2","2","9","31","2","","1","1","1","1","1","1","1","1","1","2","2","8","41","1","","1","1","1","1","1","1","1","1","1","2","1","1","1","3","3","3","1","15","1","10","","","","","212"
"1","2","1","3","3","0","0","0","0","1","1","0","1","0","0","0","0","0","2","210","125","2","","2","1","1","2","1","2","2","1","2","2","2","41","117","2","","2","1","2","2","1","2","1","3","2","2","2","76","6","2","","2","1","1","3","3","2","1","2","2","2","1","1","1","2","2","2","1","16","1","61","","","","122",""
